epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
277,20354.1,1.12873,0.67331,0.0062,0.91898,0.90098,0.95973,0.73354,1.192,0.52886,0.00754,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,20426.8,1.13073,0.67241,0.00616,0.91364,0.90498,0.95982,0.73362,1.19248,0.53193,0.00754,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
279,20500.1,1.13053,0.67175,0.00618,0.91677,0.90741,0.95984,0.73444,1.1936,0.52926,0.00756,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
280,20575.1,1.11605,0.66085,0.00603,0.93373,0.90166,0.95988,0.73451,1.19418,0.52938,0.00756,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,20649.4,1.12834,0.66534,0.00618,0.9363,0.90228,0.96002,0.73347,1.19526,0.52816,0.00757,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
282,20721.8,1.12339,0.66163,0.00609,0.94063,0.90486,0.95923,0.73271,1.1967,0.52692,0.00759,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727,0.002181,0.000727
283,20794.1,1.11955,0.66153,0.00607,0.94371,0.90385,0.9593,0.73111,1.19784,0.52676,0.00759,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
284,20867.3,1.12608,0.66107,0.00622,0.9401,0.90514,0.95895,0.73057,1.19773,0.53087,0.00755,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661,0.001983,0.000661
285,20942.5,1.12302,0.6548,0.00602,0.94118,0.90524,0.95853,0.73,1.19859,0.52873,0.00761,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
286,21016.6,1.11306,0.64446,0.00595,0.94433,0.90407,0.95854,0.72989,1.19892,0.52853,0.00761,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
287,21089,1.11454,0.65679,0.00601,0.93797,0.90782,0.9584,0.72787,1.19667,0.53368,0.00756,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
288,21161.6,1.11496,0.6563,0.006,0.94524,0.90372,0.95841,0.72913,1.19977,0.53195,0.00758,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529,0.001587,0.000529
289,21236,1.11178,0.65348,0.00607,0.93927,0.90694,0.95812,0.72816,1.19922,0.53272,0.00759,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
290,21310.4,1.10301,0.65239,0.00595,0.94436,0.90235,0.95838,0.72922,1.19957,0.53319,0.00761,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463,0.001389,0.000463
291,21409.2,1.04793,0.49455,0.00692,0.94294,0.90104,0.95743,0.72952,1.20031,0.53446,0.00761,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
292,21481.6,1.01267,0.46934,0.00648,0.94012,0.90405,0.9573,0.72941,1.20088,0.53511,0.00762,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
293,21553.5,0.99225,0.45827,0.00639,0.94306,0.89956,0.95726,0.72881,1.20135,0.53615,0.00763,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
294,21625.9,0.99241,0.46486,0.00633,0.94487,0.89596,0.95706,0.72858,1.20079,0.53849,0.00763,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331,0.000993,0.000331
295,21698,0.99179,0.45495,0.00648,0.93099,0.90424,0.95697,0.72946,1.2007,0.5336,0.00767,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
296,21770,0.99521,0.46172,0.00644,0.93923,0.9022,0.95683,0.7293,1.20108,0.53283,0.00768,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
297,21843.7,0.98054,0.45083,0.00628,0.94237,0.90156,0.95687,0.72918,1.20191,0.53317,0.00769,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
298,21915.6,0.98309,0.44268,0.00634,0.94228,0.90102,0.95679,0.72893,1.20249,0.53114,0.00769,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
299,21988.9,0.97492,0.45094,0.00638,0.94328,0.90224,0.95694,0.72889,1.20164,0.53047,0.00769,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
300,22062.5,0.97159,0.4351,0.00626,0.93569,0.90891,0.95734,0.72826,1.20116,0.53101,0.00768,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133,0.000399,0.000133
